Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
384,6,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability",0.9907,0.9548,0.036,2.9169,0.9876,83.5,111.47,0.9752,2.0402,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",65
505,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9907,0.9548,0.036,2.9169,0.9872,87.5,120.13,0.9752,2.0402,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",66
471,7,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc",0.9907,0.9548,0.036,2.9169,0.9874,85.5,115.8,0.9752,2.0402,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",67
469,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability",0.9907,0.9548,0.036,2.9169,0.9874,85.5,115.8,0.9752,2.0402,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",68
270,5,"Monopole, Dipole_1, Q_0, Polarizability, Polar_acc",0.9862,0.9542,0.032,2.4788,0.9827,108.09,133.72,0.9905,1.2608,Scaffold_BX-6,69
268,5,"Monopole, Dipole_1, Q_0, r2_acc, Polarizability",0.9862,0.9542,0.032,2.4788,0.9827,108.09,133.72,0.9905,1.2608,Scaffold_BX-6,70
134,4,"Monopole, Dipole_1, Q_0, Polarizability",0.9862,0.9542,0.032,2.4788,0.983,106.09,129.39,0.9905,1.2608,Scaffold_BX-6,71
401,6,"Monopole, Dipole_1, Q_0, r2_acc, Polarizability, Polar_acc",0.9862,0.9542,0.032,2.4788,0.9824,110.09,138.06,0.9905,1.2608,Scaffold_BX-6,72
286,5,"Monopole, Dipole_1, C6, Polarizability, Polar_acc",0.9863,0.9536,0.0326,2.7539,0.9819,111.39,137.03,0.9487,2.9351,Scaffold_BX-6,73
415,6,"Monopole, Dipole_1, C6, r2_acc, Polarizability, Polar_acc",0.9863,0.9536,0.0326,2.7539,0.9817,113.39,141.36,0.9487,2.9351,Scaffold_BX-6,74
284,5,"Monopole, Dipole_1, C6, r2_acc, Polarizability",0.9863,0.9536,0.0326,2.7539,0.9819,111.39,137.03,0.9487,2.9351,Scaffold_BX-6,75
143,4,"Monopole, Dipole_1, C6, Polarizability",0.9863,0.9536,0.0326,2.7539,0.9822,109.39,132.7,0.9487,2.9351,Scaffold_BX-6,76
499,7,"Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc",0.9864,0.9532,0.0332,2.5453,0.9825,110.52,140.82,0.9845,1.6123,Scaffold_BX-6,77
450,6,"Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc",0.9864,0.9532,0.0332,2.5453,0.9828,108.52,136.49,0.9845,1.6123,Scaffold_BX-6,78
337,5,"Dipole_1, Q_0, C6, r2, Polarizability",0.9864,0.9532,0.0332,2.5453,0.9831,106.52,132.16,0.9845,1.6123,Scaffold_BX-6,79
448,6,"Dipole_1, Q_0, C6, r2, r2_acc, Polarizability",0.9864,0.9532,0.0332,2.5453,0.9828,108.52,136.49,0.9845,1.6123,Scaffold_BX-6,80
388,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polar_acc",0.988,0.9518,0.0362,2.8574,0.9844,101.31,129.28,0.9912,1.2172,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",81
257,5,"Monopole, Dipole_1, Q_0, Q_2, r2",0.988,0.9518,0.0362,2.8574,0.9846,99.31,124.95,0.9912,1.2172,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",82
